,id,pid,ms_subclass,ms_zoning,lot_frontage,lot_area,street,alley,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,pool_qc,fence,misc_feature,misc_val,mo_sold,yr_sold,sale_type,log_saleprice,saleprice
677,327,923225300,160,RM,,1974,Pave,,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,4,5,1973,1973,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,3,TA,1,BLQ,334,Unf,0,212,546,GasA,3,Y,SBrkr,546,546,0,1092,0,0,1,1,3,1,3,6,8,0,,Attchd,1973.0,RFn,1,286,TA,TA,3,120,96,0,0,0,0,,,,0,5,2010,WD ,16.473770129533275,91012.0
678,2859,909275250,50,RL,66.0,21780,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,TA,PConc,3,Fa,1,Unf,0,Unf,0,817,817,GasA,4,Y,FuseF,940,610,0,1550,0,0,1,1,3,1,3,7,6,1,TA,Detchd,1937.0,Unf,1,318,TA,TA,2,0,0,429,0,0,0,,MnPrv,,0,9,2006,WD ,17.09816198225381,140301.0
679,1453,907227300,20,RL,60.0,7200,Pave,,Reg,Bnk,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,3,TA,3,ALQ,632,Unf,0,148,780,GasA,5,Y,SBrkr,780,0,0,780,0,0,1,0,2,1,3,4,8,0,,Detchd,1973.0,Unf,1,352,TA,TA,3,196,0,0,0,0,0,,MnPrv,,0,1,2008,WD ,16.807792848614937,114723.0
680,1762,528322020,60,RL,100.0,12191,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1997,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,515.0,Gd,TA,PConc,4,TA,3,GLQ,1181,Unf,0,598,1779,GasA,5,Y,SBrkr,1779,772,0,2551,1,0,2,1,4,1,4,8,8,2,TA,Attchd,1998.0,Fin,3,925,TA,TA,3,76,61,0,0,0,0,,,,0,6,2007,WD ,18.315540494926616,326232.0
681,1868,534128090,20,RL,108.0,11358,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,7,1972,1987,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,3,TA,1,BLQ,346,Unf,0,778,1124,GasA,3,Y,SBrkr,1610,0,0,1610,0,0,2,0,3,1,4,8,8,1,TA,Attchd,1972.0,RFn,2,515,TA,TA,3,202,0,0,0,256,0,,,,0,5,2007,WD ,17.71768257139441,215553.0
682,1760,528294010,60,RL,59.0,9649,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,4,TA,1,Unf,0,Unf,0,941,941,GasA,5,Y,SBrkr,961,683,0,1644,0,0,2,1,3,1,3,7,8,1,TA,Attchd,1999.0,RFn,2,460,TA,TA,3,460,42,0,0,0,0,,,,0,5,2007,WD ,17.422169416491332,175629.0
683,1113,528429050,20,RL,75.0,11957,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Somerst,RRAn,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,53.0,Gd,TA,PConc,4,TA,1,GLQ,24,Unf,0,1550,1574,GasA,5,Y,SBrkr,1574,0,0,1574,0,0,2,0,3,1,4,7,8,1,Gd,Attchd,2006.0,RFn,3,824,TA,TA,3,144,104,0,0,0,0,,,,0,7,2008,WD ,17.800024585286636,228213.0
684,1812,531384070,60,RL,,11613,Pave,,IR2,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1993,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,4,TA,1,ALQ,480,Unf,0,384,864,GasA,5,Y,SBrkr,920,900,0,1820,0,0,2,1,3,1,4,7,8,0,,Attchd,1993.0,RFn,2,492,TA,TA,3,144,85,0,0,0,0,,GdPrv,,0,5,2007,WD ,17.554162138921757,192455.0
685,117,534176230,60,RL,80.0,9600,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,6,1971,1971,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,3,TA,1,ALQ,329,Unf,0,386,715,GasA,3,Y,SBrkr,930,715,0,1645,0,0,1,2,4,1,3,7,8,0,,Attchd,1971.0,RFn,2,441,TA,TA,3,0,78,0,0,0,0,,GdWo,,0,6,2010,WD ,17.30479969306023,161906.0
686,1142,531382120,20,RL,65.0,8125,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,1994,1998,Gable,CompShg,HdBoard,HdBoard,BrkFace,258.0,TA,TA,PConc,4,TA,1,GLQ,1138,Unf,0,270,1408,GasA,5,Y,SBrkr,1679,0,0,1679,1,0,2,0,3,1,4,7,8,1,Fa,Attchd,1994.0,RFn,2,575,TA,TA,3,224,42,0,0,0,0,,,,0,10,2008,WD ,17.70662969853893,213908.0
687,2342,527256120,20,RL,90.0,18261,Pave,,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,1Story,9,5,2005,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,420.0,Ex,TA,PConc,5,TA,4,GLQ,1416,Unf,0,494,1910,GasA,5,Y,SBrkr,2000,0,0,2000,1,0,2,1,3,1,5,8,8,2,Gd,Attchd,2005.0,Unf,3,722,TA,TA,3,351,102,0,0,123,0,,,,0,9,2006,WD ,18.55017394195405,383848.0
688,927,909282130,20,RL,70.0,9100,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Feedr,Norm,1Fam,1Story,5,6,1954,1954,Gable,CompShg,BrkFace,BrkFace,None,0.0,TA,Gd,BrkTil,3,TA,2,Rec,154,ALQ,694,264,1112,GasA,5,Y,SBrkr,1112,0,0,1112,1,0,1,0,2,1,3,6,8,1,Gd,Attchd,1954.0,Unf,1,390,TA,TA,3,0,0,0,0,0,0,,MnPrv,,0,10,2009,WD ,17.074825667587618,138049.0
689,2478,531379030,60,RL,70.0,8304,Pave,,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,4,TA,1,Unf,0,Unf,0,941,941,GasA,5,Y,SBrkr,941,896,0,1837,0,0,2,1,3,1,3,7,8,0,,Attchd,1997.0,RFn,2,688,TA,TA,3,150,165,0,0,0,0,,GdPrv,,0,7,2006,WD ,17.464693147646635,180882.0
690,655,535375010,20,RL,53.0,5470,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,3,5,1958,1958,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,3,TA,1,Unf,0,Unf,0,792,792,GasA,4,Y,FuseA,792,0,0,792,0,0,1,0,2,1,3,4,8,0,,Attchd,1958.0,Unf,1,366,Fa,TA,3,0,90,0,0,0,0,,,,0,8,2009,WD ,16.203918392821095,75486.0
691,2064,905200010,20,RL,,8169,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,7,1966,1966,Gable,CompShg,Plywood,Plywood,None,0.0,TA,Gd,CBlock,3,TA,1,Rec,216,ALQ,435,261,912,GasA,5,Y,SBrkr,912,0,0,912,1,0,1,0,3,1,4,6,8,0,,Detchd,1966.0,Unf,1,315,TA,TA,3,204,0,0,0,0,0,,MnPrv,,0,7,2007,WD ,16.851701232367105,118268.0
692,369,527258020,20,RL,124.0,16158,Pave,,IR1,Low,AllPub,Inside,Mod,StoneBr,Norm,Norm,1Fam,1Story,7,5,2005,2005,Hip,CompShg,VinylSd,VinylSd,Stone,16.0,Gd,TA,PConc,5,TA,3,ALQ,1274,Unf,0,256,1530,GasA,5,Y,SBrkr,1530,0,0,1530,1,0,2,0,3,1,4,7,8,1,Gd,Attchd,2005.0,Fin,2,430,TA,TA,3,168,36,0,0,0,0,,,,0,6,2009,WD ,17.960286837223414,255026.0
693,2239,910203290,30,RM,59.0,8263,Pave,,Reg,Bnk,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1Story,6,5,1920,1950,Gable,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,BrkTil,3,TA,1,Unf,0,Unf,0,1012,1012,GasA,3,Y,FuseA,1012,0,0,1012,0,0,1,0,2,1,3,6,8,1,Gd,Detchd,1920.0,Unf,1,308,TA,TA,3,0,22,112,0,0,0,,MnPrv,,0,5,2007,WD ,16.86645401050238,119484.0
694,2732,905351150,120,RL,,5271,Pave,,IR1,Low,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,7,5,1986,1986,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,4,TA,4,GLQ,1082,Unf,0,371,1453,GasA,4,Y,SBrkr,1453,0,0,1453,1,0,1,1,2,1,4,6,8,1,TA,Attchd,1986.0,RFn,2,445,TA,TA,3,0,80,0,0,184,0,,,,0,12,2006,WD ,17.789072670123005,226488.0
695,1653,527328050,20,RL,79.0,11850,Pave,,Reg,Lvl,AllPub,FR2,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1984,1984,Gable,CompShg,Plywood,Plywood,BrkFace,98.0,TA,TA,CBlock,4,TA,1,ALQ,781,Unf,0,372,1153,GasA,3,Y,SBrkr,1177,0,0,1177,0,0,2,0,3,1,4,6,8,0,,Attchd,1984.0,Fin,2,495,TA,TA,3,204,103,0,0,0,0,,MnPrv,,0,8,2007,WD ,17.333850563938284,165200.0
696,959,916382010,60,RL,83.0,13159,Pave,,IR1,HLS,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,5,TA,3,Unf,0,Unf,0,846,846,GasA,4,Y,SBrkr,846,846,0,1692,0,0,2,1,3,1,4,6,8,0,,Attchd,2009.0,RFn,2,650,TA,TA,3,208,114,0,0,0,0,,,,0,7,2009,New,17.78330706528189,225584.0
697,2395,528142070,60,RL,82.0,11643,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2005,2006,Hip,CompShg,MetalSd,MetalSd,BrkFace,142.0,Gd,TA,PConc,5,TA,3,GLQ,880,Unf,0,644,1524,GasA,5,Y,SBrkr,1544,814,0,2358,1,0,2,1,4,1,5,10,8,1,Gd,BuiltIn,2005.0,Fin,3,784,TA,TA,3,120,34,0,0,0,0,,,,0,8,2006,New,18.459786842411297,360537.0
698,1412,905452070,90,RL,50.0,9350,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,SFoyer,5,5,1975,1975,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,4,TA,3,GLQ,864,Unf,0,0,864,GasA,2,N,SBrkr,864,0,0,864,1,0,1,0,2,1,3,4,8,0,,,,,0,0,,,3,0,0,0,0,0,0,,,,0,4,2008,WD ,16.846658630649106,117855.0
699,271,907401090,20,RL,48.0,10635,Pave,,IR2,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2003,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,171.0,Gd,TA,PConc,4,TA,3,BLQ,370,GLQ,972,315,1657,GasA,5,Y,SBrkr,1668,0,0,1668,1,0,2,0,3,1,4,8,8,1,TA,Attchd,2003.0,Fin,2,502,TA,TA,3,0,262,0,0,0,0,,,,0,5,2010,WD ,17.88226913200827,241601.0
700,1484,907425030,120,RM,,4438,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,205.0,Gd,TA,PConc,4,TA,3,GLQ,662,Unf,0,186,848,GasA,5,Y,SBrkr,848,0,0,848,1,0,1,0,1,1,4,3,8,1,Gd,Attchd,2004.0,RFn,2,420,TA,TA,3,149,0,0,0,0,0,,,,0,1,2008,WD ,17.053094795305903,135986.0
701,1497,908152270,20,RL,60.0,7024,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,4,TA,1,GLQ,1024,Unf,0,108,1132,GasA,5,Y,SBrkr,1132,0,0,1132,1,0,1,1,2,1,4,5,8,0,,Attchd,2005.0,Fin,2,451,TA,TA,3,252,64,0,0,0,0,,,,0,6,2008,WD ,17.077929649427283,138347.0
702,552,531475220,90,RL,75.0,8250,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,2Story,6,7,1981,1981,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,TA,Slab,0,,0,,0,,0,0,0,GasA,3,Y,SBrkr,964,918,0,1882,0,0,2,0,4,2,3,8,8,2,TA,Attchd,1981.0,Unf,2,612,TA,TA,3,0,0,0,0,0,0,,,,0,5,2009,WD ,17.19272288248858,149805.0
703,2,526350040,20,RH,80.0,11622,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,6,1961,1961,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,3,TA,1,Rec,468,LwQ,144,270,882,GasA,3,Y,SBrkr,896,0,0,896,0,0,1,0,2,1,3,5,8,0,,Attchd,1961.0,Unf,1,730,TA,TA,3,140,0,0,0,120,0,,MnPrv,,0,6,2010,WD ,16.855980823231675,118619.0
704,1855,533251110,20,RL,80.0,12000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,7,6,1980,1980,Hip,CompShg,VinylSd,MetalSd,BrkFace,600.0,Gd,TA,CBlock,4,TA,1,GLQ,1732,Unf,0,270,2002,GasA,5,Y,SBrkr,2362,0,0,2362,1,0,2,1,3,1,4,8,8,1,TA,Attchd,1980.0,RFn,2,546,Gd,TA,3,180,16,0,0,0,0,,,,0,3,2007,WD ,18.11644261108602,284179.0
705,4,526353030,20,RL,93.0,11160,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,5,1968,1968,Hip,CompShg,BrkFace,BrkFace,None,0.0,Gd,TA,CBlock,3,TA,1,ALQ,1065,Unf,0,1045,2110,GasA,5,Y,SBrkr,2110,0,0,2110,1,0,2,1,3,1,5,8,8,2,TA,Attchd,1968.0,Fin,2,522,TA,TA,3,0,0,0,0,0,0,,,,0,4,2010,WD ,17.923689249047758,248638.0
706,2292,923229010,80,RL,,11333,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,4,TA,3,ALQ,539,Unf,0,490,1029,GasA,3,Y,SBrkr,1062,0,0,1062,1,0,1,0,3,1,3,5,8,2,TA,Attchd,1976.0,RFn,2,539,TA,TA,3,120,0,0,0,0,0,,,,0,5,2007,WD ,17.308857132394014,162362.0
707,134,534479320,20,RL,78.0,7800,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1954,1954,Gable,CompShg,HdBoard,HdBoard,BrkFace,200.0,TA,TA,PConc,3,TA,1,LwQ,540,Unf,0,728,1268,GasA,4,Y,SBrkr,1268,0,0,1268,0,0,1,0,2,1,3,7,8,1,Gd,Attchd,1954.0,Fin,1,244,TA,TA,3,0,98,0,0,0,0,,,,0,3,2010,WD ,17.119120768423127,142354.0
708,646,535325290,20,RL,60.0,10434,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1955,1955,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,3,TA,1,Unf,0,Unf,0,1005,1005,GasA,3,Y,SBrkr,1005,0,0,1005,0,0,1,0,2,1,2,5,8,1,TA,Detchd,1977.0,Unf,2,672,Fa,Fa,3,0,0,0,0,0,0,,,,0,11,2009,WD ,16.6854457186805,105395.0
709,42,528120120,20,RL,90.0,11520,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,PosN,Norm,1Fam,1Story,9,5,2005,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,615.0,Gd,TA,PConc,5,TA,1,GLQ,110,Unf,0,1588,1698,GasA,5,Y,SBrkr,1698,0,0,1698,0,0,2,0,3,1,5,7,8,1,Gd,Attchd,2005.0,Fin,3,730,TA,TA,3,192,74,0,0,0,0,,,,0,6,2010,WD ,18.115925969360745,284078.0
710,532,528490040,20,FV,68.0,8736,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2003,2004,Gable,CompShg,VinylSd,Wd Shng,None,0.0,Gd,TA,PConc,4,TA,1,GLQ,771,ALQ,360,422,1553,GasA,5,Y,SBrkr,1553,0,0,1553,1,0,2,0,3,1,4,6,8,0,,Attchd,2003.0,RFn,2,588,TA,TA,3,192,88,0,0,0,0,,,,0,8,2009,WD ,17.72448520956305,216572.0
711,713,902300090,190,RM,33.0,4456,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,4,5,1920,2008,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,3,TA,1,Unf,0,Unf,0,736,736,GasA,4,Y,SBrkr,736,716,0,1452,0,0,2,0,2,3,3,8,8,0,,,,,0,0,,,1,0,0,102,0,0,0,,,,0,6,2009,New,16.54869784232137,95864.0
712,2561,534476100,20,RL,80.0,9600,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1951,1951,Gable,CompShg,HdBoard,HdBoard,Stone,144.0,TA,TA,CBlock,3,TA,1,ALQ,996,Unf,0,60,1056,GasA,5,Y,FuseA,1216,0,0,1216,1,0,1,0,3,1,3,7,8,0,,Attchd,1951.0,RFn,1,280,TA,TA,3,0,0,0,0,0,0,,,,0,5,2006,WD ,17.035049376852218,134295.0
713,2360,527402210,20,RL,,15870,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1969,1969,Gable,CompShg,VinylSd,Plywood,None,0.0,TA,TA,CBlock,3,TA,2,BLQ,75,Rec,791,230,1096,GasA,5,Y,SBrkr,1096,0,0,1096,1,0,1,0,3,1,3,6,8,0,,Attchd,1969.0,Fin,1,299,TA,TA,3,240,32,0,0,0,0,,,,0,3,2006,WD ,16.93688452171527,125461.0
714,1333,903225140,50,RM,50.0,5000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Feedr,Norm,1Fam,1.5Fin,5,7,1941,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,CBlock,3,TA,1,ALQ,600,Unf,0,72,672,GasA,5,Y,SBrkr,832,378,0,1210,0,0,1,0,3,1,4,6,8,0,,Detchd,1941.0,Unf,1,240,TA,TA,2,0,0,0,0,0,0,,,,0,5,2008,WD ,16.90676650072527,122869.0
715,1407,905425125,50,RL,75.0,45600,Pave,,IR2,Bnk,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,6,8,1908,1997,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,3,TA,1,Unf,0,Unf,0,907,907,GasA,3,Y,SBrkr,1307,1051,0,2358,0,0,3,0,5,1,3,10,8,1,Gd,Detchd,1908.0,Unf,2,360,Fa,TA,3,486,40,0,0,175,0,,,,0,9,2008,WD ,18.09841856717151,280651.0
716,2892,916225130,60,RL,42.0,26178,Pave,,IR1,Lvl,AllPub,Inside,Mod,Timber,Norm,Norm,1Fam,2Story,7,5,1989,1990,Hip,CompShg,MetalSd,MetalSd,BrkFace,293.0,Gd,TA,PConc,4,TA,4,GLQ,965,Unf,0,245,1210,GasA,5,Y,SBrkr,1238,1281,0,2519,1,0,2,1,4,1,4,9,8,2,Gd,Attchd,1989.0,RFn,2,628,TA,TA,3,320,27,0,0,0,0,,,,0,4,2006,WD ,18.176174155634246,296192.0
717,574,533236050,160,FV,24.0,2645,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,8,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,Gd,TA,PConc,4,TA,1,GLQ,649,Unf,0,321,970,GasA,5,Y,SBrkr,983,756,0,1739,1,0,2,1,3,1,4,7,8,0,,Attchd,1999.0,Fin,2,480,TA,TA,3,115,0,0,0,0,0,,,,0,8,2009,WD ,17.740213042754103,218946.0
718,1227,534477270,80,RL,80.0,9600,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,6,1955,1996,Hip,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,CBlock,3,TA,3,BLQ,831,Unf,0,161,992,GasA,4,Y,SBrkr,1661,0,0,1661,1,0,1,0,3,1,4,8,8,1,TA,BuiltIn,1955.0,RFn,1,377,TA,TA,3,0,28,0,0,178,0,,MnPrv,,0,10,2008,WD ,17.61377013232767,200573.0
719,2591,535325460,30,RL,118.0,21299,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,5,1941,1963,Hip,WdShake,BrkFace,BrkFace,None,0.0,Gd,TA,CBlock,3,TA,1,Unf,0,Unf,0,929,929,GasA,5,Y,SBrkr,2039,0,0,2039,1,0,1,1,3,1,3,7,7,3,Gd,2Types,1941.0,Unf,3,791,TA,TA,3,0,0,90,0,0,0,,,,0,12,2006,COD,17.83170924792737,233281.0
720,1476,907412070,20,RL,65.0,8450,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,266.0,Gd,TA,PConc,4,TA,2,GLQ,946,Unf,0,490,1436,GasA,5,Y,SBrkr,1436,0,0,1436,1,0,2,0,3,1,4,8,8,0,,Attchd,2004.0,Unf,2,484,TA,TA,3,139,98,0,0,0,0,,,,0,4,2008,WD ,17.708943989760023,214251.0
721,1125,528478030,60,FV,75.0,9375,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,768.0,Gd,TA,PConc,5,TA,1,Unf,0,Unf,0,1053,1053,GasA,5,Y,SBrkr,1053,939,0,1992,0,0,2,1,3,1,4,9,8,1,Gd,Attchd,2003.0,RFn,2,648,TA,TA,3,140,45,0,0,0,0,,,,0,8,2008,WD ,17.838027295930136,234305.0
722,1446,907201060,80,RL,65.0,8385,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,SLvl,5,8,1977,1977,Gable,CompShg,HdBoard,HdBoard,BrkFace,220.0,Gd,TA,CBlock,4,Gd,3,GLQ,595,Unf,0,390,985,GasA,3,Y,SBrkr,985,0,0,985,0,0,2,0,3,1,3,6,8,0,,Attchd,1977.0,Unf,1,328,TA,TA,3,210,0,0,0,0,0,,,,0,11,2008,WD ,17.12095264590174,142535.0
723,408,527451650,160,RM,21.0,1680,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,5,7,1972,1972,Gable,CompShg,CemntBd,CmentBd,BrkFace,268.0,TA,TA,CBlock,3,TA,1,ALQ,231,Unf,0,399,630,GasA,3,Y,SBrkr,630,672,0,1302,0,0,2,1,3,1,3,6,8,0,,Detchd,1972.0,Unf,1,264,TA,TA,3,185,0,0,0,0,0,,,,0,2,2009,WD ,16.812011895739207,115059.0
724,1101,528326030,60,RL,84.0,14260,Pave,,IR1,Lvl,AllPub,FR2,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,350.0,Gd,TA,PConc,4,TA,3,GLQ,655,Unf,0,490,1145,GasA,5,Y,SBrkr,1145,1053,0,2198,1,0,2,1,4,1,4,9,8,1,TA,Attchd,2000.0,RFn,3,836,TA,TA,3,192,84,0,0,0,0,,,,0,12,2008,WD ,18.103990289563992,281737.0
725,2251,914460020,20,RL,80.0,10000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,166.0,Gd,TA,PConc,4,TA,1,GLQ,585,Unf,0,856,1441,GasA,5,Y,SBrkr,1392,0,0,1392,0,0,2,0,3,1,4,6,8,1,Gd,Attchd,2002.0,Fin,3,650,TA,TA,3,168,49,0,0,0,0,,,,0,12,2007,WD ,17.433425280697083,177004.0
726,373,527326040,20,RL,85.0,11900,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,1977,1977,Hip,CompShg,Plywood,Plywood,BrkFace,209.0,TA,Gd,CBlock,3,TA,1,ALQ,822,Unf,0,564,1386,GasA,3,Y,SBrkr,1411,0,0,1411,0,0,2,0,3,1,3,6,8,1,TA,Attchd,1977.0,Fin,2,544,TA,TA,3,192,0,0,0,0,0,,,,0,4,2009,WD ,17.442394021110527,178108.0
727,2554,534431030,20,RL,68.0,9724,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1947,1950,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,3,TA,1,Unf,0,Unf,0,938,938,GasA,5,Y,SBrkr,1043,0,0,1043,0,0,1,0,2,1,3,5,8,1,Gd,Detchd,1947.0,Unf,1,273,TA,TA,3,125,48,0,0,0,0,,GdWo,,0,5,2006,WD ,17.015942389446728,132528.0
728,2382,528106120,20,RL,110.0,16163,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,232.0,Gd,TA,PConc,4,TA,3,Unf,0,Unf,0,1618,1618,GasA,5,Y,SBrkr,1618,0,0,1618,0,0,2,0,2,1,4,6,8,1,Gd,Attchd,2004.0,Fin,3,880,TA,TA,3,0,0,0,0,0,0,,,,0,7,2006,WD ,17.966756447216397,256173.0
